Class	Text
Non-Habitat	"In the 3rd instar, the larva makes a silken pad between a leaf and a twig at its base, on which it overwinters. "
Non-Habitat	The nest for overwintering is made with the leaf folded in two halves around the petiole and spun with silk; the larva hides itself in the nest with its head directed toward the petiole. 
Non-Habitat	"The early instar larva feeds on the foodplant leaf from its tip. It hangs small leaf pieces with silk, and makes rod-like extention of frass pellets at the tip of the midvein. In the 3rd instar, the larva fixates the petiole with silk in preparation for winter, during which season it rests on the center of the dead withered leaf. "
Non-Habitat	The larva rested with its head directed downwards on the top of a twig. Its body color and shape resemble those of the brown twig of the pine. Pupation takes place on a twig of the foodplant. 
Non-Habitat	"From the middle instar onwards, it rests on a small twig at the base of leaves. Pupation takes place on a twig in suspensi retaining an angle of about 45 degrees. "
Non-Habitat	"The larva, like those of closely related congeneric species, hangs leaf pieces with silk and rests on the silken pad located on the midvein at the leaf tip. It fixates the petiole of the leaf with silk to the twig, and it overwinters on the leaf."
Non-Habitat	"The overwintering larvae hanged the petiole of a leaf with silk, and it rested on the silken pad spun on the center of the leaf. "
Non-Habitat	The early instar larva...hangs leaf pieces with silk and rests on the silken pad located at the leaf tip.  The 5th (last) instar...hides in fallen leaves on the ground during winter. 
Non-Habitat	"The 3rd-instar makes a cylindrical nest with foodplant leaf pieces biten off, and overwinters in it. Pupae are found on leaf undersides or twigs. "
Non-Habitat	Pupation takes place on a twig or leaf underside.
Non-Habitat	"It hangs small leaf pieces with silk, and makes at the apex a rod-like extention with frass pellets, where it rests."
Non-Habitat	"The newly hatched larva feeds on the leaf from the tip. It hangs small leaf fragments with silk, makes a rodlike extention at the tip of the midvein with frass pellets, where it rests when not feeding. "
Non-Habitat	"The larva rested on small twigs of the foodplant, and nearby was left a dead leaf with the resting pad during the summer. "
Non-Habitat	"It overwinters as the 3rd-instar larva, about 4mm in body length, which hides in a nest made of curled leaf at the tip."
Non-Habitat	"From the 1 st to the 3rd instar, the larva is brown. In the following spring, after molting, it turns green. The pupa, which is green, rests in suspensi on the leaf underside. "
Non-Habitat	"Although from the 1st to the 3rd instar the larva is brown, it turns green when it molts in the spring after awaking from hibernation. Its pupa, which is green, is found on the leaf underside. "
Non-Habitat	The larva...makes a rod-like extenstion with frass pellets and rests there when not feeding. Pupae are found on leaf undersides or twigs. 
Non-Habitat	"The larva bites the petiole of a pinnate  compound leaf of the foodplant to wither the leaf; on the crinkled leaf it spins a silken pad, on which it hides itself when at rest. The larva, in fine camouflage to a withered leaf, is difficult to find."
Non-Habitat	many larvae different in instars are often found on the same plant. 
Non-Habitat	"From the 1st to the 4th instar, the larva stays on the leaf underside. The 5th-instar larva, on the other hand, does not stay on a leaf except when feeding, but descends to the ground for resting. It mostly feeds only during the nighttime."
Non-Habitat	The larva...walks rapidly when in quest for food
Non-Habitat	"The newly hatched larvae move to the leaf underside, and several gather side by side when at rest. Also in the 2nd instar, the larvae remain gregarious on the leaf underside. "
Non-Habitat	the newly hatched larvae remain gregarious until they become mature and disperse away from the foodplant for pupation
Non-Habitat	"Throughout the larval stage, the larva rests on the leaf underside, although in the last instar it more often rests on the stem with its head directed downward"
Non-Habitat	habitaully hides in thickets when startled
Non-Habitat	"In the 3rd or 4th instar, the larva changes its color from green to brown, and hides itself at the basal area of the foodplant or under fallen leaves for overwintering. "
Non-Habitat	The larva hid itself on dead leaves
Non-Habitat	"The adult, when at rest, hides itself on fallen trees or fallen trees or dead leaves colored similar to itself. The overwintering larva...hides itself in fallen leaves at the basal area of the foodplant. "
Non-Habitat	The captured larva was found resting on the underside of a bamboo leaf
Non-Habitat	"When [the larvae] feed, all do so together. even the last instar larvae retain strong gregarious propensity, and 5-10 of them often rest side by side on a leaf. "
Non-Habitat	"The larvae were found in aggregations on leaves with numerous feeding marks about 1m above ground level; Their habit of resting in a file is the same as in Lethe gemina; They bite the petioles of 2-3 leaves to wither them, and rest there when not feeding. "
Non-Habitat	"The larva usually rested on the leaf underside, but the last instar sometimes rested on the upperside as well. "
Non-Habitat	Pupation takes place on the underside of the foodplant or a plant nearby.
Non-Habitat	The newly hatched larva rests on the leaf underside
Non-Habitat	"Near the petiole on the leaf underside, 4-8 larvae rested in 1 -2 files on the edge. "
Non-Habitat	"Its larval foodlant is a dwarf bamboo about 1m in height, and larvae make a rough communal nest by spinning silk to hold 2 leaves together into the shape of an umbrella. Two to 3 larvae rest on the underside of the dome of the umbrella"
Non-Habitat	"From the 1st instar to the 3rd, the larva live on the leaf underside, and is dark green in color. From the 4th instar onwards, the larva changes its color to brown as shown in the plate, and makes a silken pad on the upperside of a foodplant leaf, on which it rests when not feeding. "
Non-Habitat	The larva rests in the groove of a sedge leaf near the basal area of the plant with its head directed downward. The horns on the head of the pupa are bifurcated exceptionally widely in comparison with other congeneric species. 
Non-Habitat	Larvae live within shelters they form by tying or rolling leaves together withsilk. When not feeding a larva will be found within its shelter; feeding ismostly at night when it leaves the shelter.
Non-Habitat	"Each larvalives in a rolled or partially rolled leaf, formed with silken threads holding the leaf in position"
Non-Habitat	Larvae make shelters by fastening a cluster of leaflets together with silk.
Non-Habitat	Each larva constructs a shelter formed from a leaf rolled and tied by silken threads.
Non-Habitat	Last instar larvae overwinter in leaf shelters
Non-Habitat	Larvae make shelters by fastening grass blades together with silk; the nest is positioned horizontally on the soil.  This habit allows the larvae to survive mowing and favors survival in lawns.
Non-Habitat	"The larvae make individual nests at the base of bunch grasses, tying several grass blades or stems together with silk."
Non-Habitat	the larva forms a shelter by fastening two grass blades together to create a tube that serves as a shelter. Feeding is nocturnal.
Non-Habitat	"The larvae are casebearers, carrying cut pieces of vegetation over their backs"
Non-Habitat	The larva lives in a tent at the base of the host plant
Non-Habitat	"There are five larval instars, all cryptic, closely resembling the tan or brownish dead leaves that are usually present among the living green leaves. Each larva constructs a shelter composed of several leaves fastened together by silken threads Very often a larva will select the tan-colored leaf sheath present on the cane stem where a new branch has grown. The color of the larva is very close to that of the leaf sheath, thus providing some protection against discovery by predators. Larvae leave the shelter at night to feed. After feeding the larva returns to the shelter, remaining there during the day. Pupation is within the shelter"
Non-Habitat	Pupation is within a silken leaf shelter
Non-Habitat	Pupation is in silken nests on the upper parts of the larval host plant.
Non-Habitat	[larvae] shelter in tents formed of leaves tied together with silk.
Non-Habitat	Larvae live within a rolled leaf tied with silk…  Pupation is  within a  shelter  formed  by a  rolled leaf with  sealed  ends
Non-Habitat	"Larvae roll and tie leaves to form shelters. The young larva lives within a shelter until a white waxy flocculent covers the body, after which the larva is said to abandon the rolled leaf shelter and live fully exposed on the leaf surface (perhaps a bird dropping mimic)."
Non-Habitat	Larvae live within shelters formed by tying rolled leaves with silk.Pupation is within a closed rolled leaf.
Non-Habitat	"Larvae spin silken nests, within which they live."
Non-Habitat	Rolled leaves tied with silk shelter larvae and pupae.
Non-Habitat	"Larvae are borers, tunneling into the leaves, stems, and roots of the yucca plants upon which they feed.  First instar larvae may feed externally before boring into the leaf base. A nest composed of silk and leaves is formed at the entrance site and maintained over the life of the larva. As needed, the larva visits the site to discharge fecal frass, preventing possible contamination of the tunnel. Pupation is within the tunnel, and the adult eventually emerges from the nest site."
Non-Habitat	"Upon hatching the first, and even the second, instar larvae may feed externally on the leaves before boring into a leaf caudex (growing point), and then feeding internally within the plant as a borer. As each larva tunnels through the root or stem, it puts down a silken lining in the tunnel where it lives and feeds. The mature larva overwinters within the silken-lined tube, and without further feeding pupates in late winter or early spring, sheltered within the tunnel."
Non-Habitat	"Nearly all live in shelters formed by drawing leaves together with silken threads, and most of them pupate within these same shelters."
Non-Habitat	caterpillar… lives in a leaf shelter.
Non-Habitat	Caterpillars are said to be gregarious but to rest solitarily in leaf shelters.
Non-Habitat	in folded leaves
Non-Habitat	the caterpillar curling the leaf edges to form a shelter.
Non-Habitat	Feeds by night… rests by day in folded leaf shelters.
Non-Habitat	the caterpillar hiding by day in a rolled-up leaf shelter.
Non-Habitat	[caterpillar] feeds at night
Non-Habitat	"Caterpillars have repellant structures, the hornlike osmateria, that can be extruded from behind the head. The pupae are usually protectively colored (green or brown are the usual colors)."
Non-Habitat	"All of thespecies are distasteful, and they are mimicked by other distasteful or relatively palatable butterflies."
Non-Habitat	"The larvae and adults of this common butterfly are distasteful and emetic to birds, their would-be predators."
Non-Habitat	younger stages often patterned after bird droppings.
Non-Habitat	"CaLerpillar (""orange dog"") is brown with white mottled middle and anal saddles, closely resembling a fresh bird dropping."
Non-Habitat	Caterpillar like a large bird dropping
Non-Habitat	orange subdorsal eye-spots at rear of humped thorax.
Non-Habitat	"{image] The greenish underside of these tropical butterflies blends well when they rest on vegetation, often in sun-dappled situations."
Non-Habitat	Pupae of some species have a mechanism for producing sounds that are probably related to protection from predators by ants.
Non-Habitat	close associations with ants and with Homoptera.
Non-Habitat	Caterpillars feed in groups.
Non-Habitat	"During the day, full-grown caterpillars hide in litter at the base of small sprouts or saplings of the host."
Non-Habitat	[image] the striped caterpillars blend well while eating
Non-Habitat	"The caterpillars of some are communal, feeding in groups during their early instars."
Non-Habitat	"[image]The longs snout helps complete the ""dead leaf"" appearance of the butterfly when at rest on twigs or small branches.When resting on twigs, adults resemble dead leaves. The snout (palpi) looks like a leaf petiole."
Non-Habitat	several [species] are distasteful
Non-Habitat	"the Zebra, roosts in small to large clusters."
Non-Habitat	roosts in small to large clusters.
Non-Habitat	[image] Every evening the adults fly to locations where they form clusters for protection overnight
Non-Habitat	caerpillars… feeding primarily at night.
Non-Habitat	"Caterpillars feed singly or communally, often at night or in folded leaf shelters."
Non-Habitat	[image] Caterpillars live in small clusters.
Non-Habitat	young caterpillars feed in groups.
Non-Habitat	[image] the young caterpillars feed shoulder to shoulder in large groups.
Non-Habitat	young caterpillars feed in groups
Non-Habitat	[caterpillar] Lives in folded leaf shelter.
Non-Habitat	caterpillars feed communally.
Non-Habitat	[image] the young caterpillars feed in large groups.
Non-Habitat	caterpillars live within webbed leaf shelters.
Non-Habitat	Adults roost under leaves at night.
Non-Habitat	"caterpillars, … resemble bird droppingsyoung caterpillars live in small rolled leaf shelters"
Non-Habitat	Underside leaflike
Non-Habitat	"The butterflies roost under large leaves, often in small groups."
Non-Habitat	"Underside: Pattern somewhat cryptic, leaflike,"
Non-Habitat	young caterpillars feed colonially.
Non-Habitat	"[image] When perched on branches or tree trunks with their wings closed, the butterflies are difficult to spot."
Non-Habitat	caterpillars feed within shelters of several leaves sewn together with silk.
Non-Habitat	"The winter is passed by  young caterpillars, which seek shelter at the base of plants or under rocks."
Non-Habitat	"The adults store cardiac glycosides, poisonous chemicals derived from their caterpillars' milkweed hosts, and as a result are both distasteful and emetic to most birds who would attempt to eat them."
Non-Habitat	Many our more tropical representatives rest under leaves when not active.Caterpillars live in rolled leaf or webbed leaf shelters
Non-Habitat	"The caterpillars live and feed within rolled leaf shelters on various species of legumes, especially those related to the Common Bean."
Non-Habitat	"caterpillars  Iive and feed within folded leaf shelters on legumes, their only hosts."
Non-Habitat	The caterpillars live and feed within webbed leaf shelters.
Non-Habitat	caterpillars live in silken leaf nests that sometimes extend underground.
Non-Habitat	"The caterpillars live in and feed near a silken shelter at the base of their host grass clump,  and overwinter in partly underground shelters."
Non-Habitat	[image] The caterpillars are unusual in that they cut out circular pieces of plants which they carry over themselves.
Non-Habitat	Caterpillars burrow into host leaves and stems and feed within their silk-lined tunnels.
Non-Habitat	Larvae pupate under stones at the foot of the host-plants
Non-Habitat	Larvae hibernate among roots
Non-Habitat	pupate among roots of host-plant.
Non-Habitat	Larva sequesters plant poisons and adult uses them to defend itself against bird predators
Non-Habitat	"Adults sometimes crepuscular, often visiting Lantana flowers; caterpillars nocturnal."
Non-Habitat	Sandy pebbles nearby the basal part of the foodplant are spun together with silk to make a nest.
Non-Habitat	"The larva, from the 1st to 5th instar, lives on the underside of leaves; "
Non-Habitat	The larva always rest on the underside of leaves
Non-Habitat	The newly hatched larvae remain gregarious until the last instar. 
Non-Habitat	"The larva, from the 2nd instar onwards, shows a habit of covering its body with minute hairs growing on the young foodplant leaves"
Non-Habitat	"The larva even in the early instars make a rough nest in which it rests. The last larva's nest is spun with 2-3 leaves, in which it rests except when feeding. "
Non-Habitat	"There were signs of some mucoid substance coated on the eggs on oviposition, and were found in batches of irregular shapes"
Non-Habitat	"According to Satoshi Koiwaya, pupation takes place in a space between a few live foodplant leaves spun together with silk."
Non-Habitat	"The newly hatched larva spins unfolding buds to make a nest in which it rests. A grown larva folds a leaf in two halves which are spun together to make a nest, and feeds on the same leaf from the tip while resting inside the nest."
Non-Habitat	"From the middle instar onward, the larva bites the petiole to wither the leaf and makes a nest roughly spun with silk. Although the pupation site in the wild has not been observed, the mature larva descends tot he basal area of a potted larval foodplant and pupates on the underside of a fallen leaf in captivity."
Non-Habitat	"The larva spins several leaves to make a nest, in which it rests"
Non-Habitat	"The last instar larva makes a rough nest with 2-3 leaves on the twig ends, in which it rests. "
Non-Habitat	"The newly hatched larvae eats into the flower bud to make a nest therein, and as it grows larger, it begins to feed on young leaves out of the nest"
Non-Habitat	"The larva resting on the eaten flower spike is in amazing camouflage with its color patterns and form resembling the background, making it difficult to find; The newly hatched larva spends all its time on the flower spike, and rarely rests on a leaf. For pupation the mature larva descends to the ground"
Non-Habitat	larvae in nests are found on foodplant leaves about 50cm above ground level
Non-Habitat	Camouflage among foliage
Non-Habitat	"On the foodplant tree about 3m in height, the larva rested in a nest made of a leaf of which both sides of the tip about 1 cm in length were eaten out except for the midvein and folded in half. Pupation takes place within the nest"
Non-Habitat	larva rested in finely built nests of two leaves overlaid on a side branch about 2.5m above ground level. 
Non-Habitat	"they rested in ellipsoidal nests about 5mm in diameter; they enlarged their nests as they grew larger; In the last instar the nest was made of 2 leaves, one overlaid at the top of the other, and the larva rested on the ceiling, i.e. the underside of the upper leaf. Pupation takes place within the nest"
Non-Habitat	"The leaf of the unidentified foodplant found at Timika measured about 20 cm in length, and the larva fold the leaf tip inward to make a nest in which it rests. "
Non-Habitat	"Being territorial, it darts off to make quick sorties to attack other butterflies"
Non-Habitat	Emits strong offensive odor when alarmed
Non-Habitat	Has a disagreeable smell
Non-Habitat	"tends to stay in the shadeof the forest. Males are seen more oftenthan females, who tend to keep evenmore to the shadows."
Non-Habitat	"It rolls a leaf to make a cylindrical nest, in which it lives. Pupation also takes place in a similar nest"
Non-Habitat	"The larva rolls a leaf blade to make a cylindrical nest, in which it rests"
Non-Habitat	the larva was at rest in its nest made of rolled leaf; The pupa attached itself in the rolled leaf nest...and responded to agitation by quivering its body
Non-Habitat	each larva rested in a nest which was presumably made in a way that the larva ate off the tip of a leaf and folded it over towards the petiole to make it.
Non-Habitat	it rest with its wings open on the leaf underside
Non-Habitat	"When disturbed, it withdraws to sit on a tree-trunk or branch in a typical Oakleaf-like head-down position to remain camouflaged"
Non-Habitat	"he early instar larva cuts a leaf in a circular form to fold it underside up to make a nest, in which it rests. The last instar larva makes its nest with two mature leaves, one at the top of the other, in which it rests other than when it goes out forfeeding. Pupation also takes place there. "
Non-Habitat	 the newly hatched larva folds part of a leaf to make a nest. pupation takes place within the nest
Non-Habitat	"On the foodplant, the larva spins two leaves together to make a bag-like nest near a branch tip about 0.5-1.5m aboveground level. It rests in the nest, from which it emerges only during night-time to feed on leaves nearby. Pupation also takes place within the nest. "
Non-Habitat	" Like other Satarupa spp., the larva makes a triangular cut on a foodplant leaf, and folds it to make a nest. As the larva grows, a few leaves are spun together with silk to make a large nest. Pupation also takes place therein. "
Non-Habitat	"The newly hatched larva eats a semicircle on a leaf, and rests within it. Pupation takes place in a folded leaf"
Non-Habitat	"The tip of a leaf was cut off to make a cylindrical nest, in which the larva, in the 1st instar, was found"
Non-Habitat	"The 1 st-instar larva bit off part of the leaf tip,and folded the leaf to make its nest. As it grew larger, itchanged its nest to larger ones. Pupation also took placein the nest"
Non-Habitat	"The larvae can be naked or hairy, and their first thoractic segment has a repellent scent gland called an 'osmeterium'. This organ is projected from the superior part of the prothorax, when the larva is threatened or disturbed; it is brightly colored (usually red or orange) and produces an odorous secretion, undoubtedly for defense (Borror, et al., 1989; D'Abrera, 1981)"
Non-Habitat	It is not known how and where the species survives the winter or dry season when the immature stages are killed by frosts and the food plants frequently die back.
Non-Habitat	"If provoked, many species are able to exclude a strong, pungent smelling secretion from prothoracic glands. In some instances, this liquid can be projected as far as 20 cm and is used as a defense mechanism. "
Non-Habitat	"The species are often very colorful with red, black, and yellow predominating on their bodies and wings; and often the abdomen is banded with contrasting alternating colors. These bright coloration are used as a warning to signal unpalatability to potential predators. By consuming plants containing protective chemicals they acquire an effective chemical defense against potential predators. We often observed that chicken refuse larvae of some Arctiinae species."
Non-Habitat	"Some are aposematically colored and are either distasteful to predators or are mimics of distasteful species  belonging to other lepidopteran families. In general, their warning coloration indicates their degree of toxicity. "
Non-Habitat	Forewings hidden behind the closed hindwings to remain undetected
Non-Habitat	Distasteful to predators. Plays dead when caught and exudes a bad smelling yellowish oily fluid from glands in leg joints
Non-Habitat	Plays dead and emits strong unpleasant odor when caught
Non-Habitat	" Theundersides [of the wings] are very variable and closelyresemble a drying, mottled leaf."
Non-Habitat	"Males are territorial, patrolling patches insearch of mates."
Non-Habitat	The large eyespot on the FW is likely flashed to frighten predators.
Non-Habitat	"When the butterfly is at rest on the ground or in dry grass, the folded wings resemble a leaf, providing camouflage."
Non-Habitat	"It is often found perching on twigs or a sheltered stem, sometimes in pairs."
Non-Habitat	The undersides of the wings area remarkable dead-leaf tan colour.
Non-Habitat	highly territorial and chases away intruders of any species
Non-Habitat	highly territorial and chases away intruders of any species
Non-Habitat	underside looks just like a dead oak leaf
Non-Habitat	Have eyes and antennae-like tails that may confuse predators so that they may catch a piece of wing rather than a whole butterfly.
Non-Habitat	Have eyes and antennae-like tails that may confuse predators so that they may catch a piece of wing rather than a whole butterfly
Non-Habitat	Bad taste. The toxins come from the plants that the caterpillars fed upon.
Non-Habitat	Foul smell. The toxins come from the plants that the caterpillars fed upon.
Non-Habitat	May occasionally lose its tails.
Non-Habitat	Territorial
Non-Habitat	Territorial
Non-Habitat	The larvae live in shelters made by spinning the leaves of the host-plant together
Non-Habitat	The early instar larvae are brown with a white saddle and are marvelously camouflaged as bird droppings.
Non-Habitat	"The larvae are brightly coloured, ringed with contrasting bands, and with a red head. In fact, they are rather similar to those of the Danainae, though lacking tubercles; the ornamentation is difficult to interpret as being aposematic since most larvae hide in leaf-shelters during the day and mainly eat at night."
Non-Habitat	The larvae of Pyrrhochalcia are often seen in the open during daytime and are considered aposematic by Sourakov & Emmel (1997d).
Non-Habitat	M. Rothschild & T. Reichstein recently established that one male stored sufficient cardiac glycosides to kill five cats!
Non-Habitat	"The larvae spin a shelter from one or more leaves and spend most of the day in the shelters, mainly feeding at night."
Non-Habitat	"Vane-Wright (1984) suggests that the green females may evoke a long-distance response from males, believing them to be competitors, so that they get mated faster, while the yellow-banded female form might be less prone to predator attack or have some other advantage."
Non-Habitat	"The larva spins shelters, as do the Coeliades."
Non-Habitat	"The larvae do not seem to spin shelters, but a pupal shelter is made."
Non-Habitat	"The larvae seem to feed mostly at night, spending the day in a large shelter made by folding over most of a host-plant leaf."
Non-Habitat	"Sevastopulo (1973) suggests that G. leonidas itself may be aposematic, which seems improbable."
Non-Habitat	Females have an anal hair-tuft and hairs are deposited so that they cover the eggs.
Non-Habitat	"As usual in the Hesperiidae, the larvae spin a little tent, in this case by folding over the leaf and attaching it with silk in such a way that the nearly white leaf underside became visible."
Non-Habitat	"The larvae spin shelters in which they live, many emerging to feed mainly at night. The pupae are normally elongate, with the head drawn out to a pronounced point, and overlaid with a covering of white wax."
Non-Habitat	"The genus is probably aposematic. In some tests conducted by Swynnerton birds consistently rejected several Mylothris (Carpenter 1941). Certainly other Pierids seem to mimic them (Belenois, Appias, and Dixeia)."
Non-Habitat	The larvae live in tents of rolled leaves.
Non-Habitat	"When disturbed as I walked past, these skippers would fly from one tree-trunk to another, settling about 1.5m up, where they were well camouflaged and almost impossible to catch. When disturbed it normally plunges deep into dense vegetation."
Non-Habitat	"The habits of this butterfly are like those of A. buchholzi, where when disturbed as I walked past, A. buchholzi would fly from one tree-trunk to another, settling about 1.5m up, where they were well camouflaged and almost impossible to catch. When disturbed A. buchholzi normally plunges deep into dense vegetation."
Non-Habitat	The larva hides in a shelter spun from the edge of leaves.
Non-Habitat	"During the rest of the day butterflies of this genus roost on tree-trunks where the underside provides good camouflage. In this position they are difficult to catch, slipping under the net around the trunk."
Non-Habitat	Both sexes of this species normally settle on tree trunks or the stems of palm trees where they are wonderfully camouflaged; it has always puzzled me why there is otherwise so little camouflage in the Hesperiinae.
Non-Habitat	The larva lives in shelters formed by spinning a broad leaf of grass or several smaller ones together. The larva ejects its excrement pellets from the shelter with a flick of the hindquarters to a distance of up to 20 cm from the shelter. This seems to be means of avoiding parasitoids that locate their prey through smelling the larval frass.
Non-Habitat	The larva constructs a shelter for pupation.
Non-Habitat	"Some of the Old World groups (such as Delias and Pieris) have been demonstrated to be distasteful to vertebrate predators and it is clear that some Costa Rican species are distasteful, as well"
Non-Habitat	distasteful properties and warningly colored
Non-Habitat	considers L. caesia distasteful because it feeds on the Capparidaceae
Non-Habitat	From experiences with jacamars it has been demonstrated that Perrhybris is unpalatable to these birds.
Non-Habitat	"Of interest is that Ascia is repeatedly rejected by captive jacamars, suggesting that they are unpalatable."
Non-Habitat	some species are distasteful
Non-Habitat	both sexes rejected by caged jacamars
Non-Habitat	"Some of the old world genera (Charaxes,Euxanthe) have well-developed teeth on the costa of the forewing, used in defense against predators and in male-male interactions"
Non-Habitat	"Their defense appears to be the very fast, erratic flight, and the property that the wings tear easily and allow escape"
Non-Habitat	The brown pupae have light and dark markings and are protected by a loose co coon in the ground litter where they overwinter
Non-Habitat	 The caterpillars make leaf shelters from which they feed.
Non-Habitat	"Caterpillars roll leaves or build silken leaf nests, living and pupating within these shelters, at least partially protected from predators and parasites. They often emerge at night to feed."
Non-Habitat	"The caterpillar has a red-brown head with two large orange spots at the front. In raising larvae in captivity, it has been found that when disturbed they usually turn abruptly to face their ""attacker,"" flashing their orange false eyes in an apparent attempt to dissuade potential predators. Males perch on foliage and dart out at other butterflies, engaging them in swirling battles and chasing them from the area."
Non-Habitat	"Often seeks shade and shelter on the underside of leaves. The larva constructs a leafy tent by sewing several leaflets together with silk, living and pupating within its refuge. The green pupa is covered with a powdery white bloom and secured by a silken girdle."
Non-Habitat	Larvae form nests by folding leaves and tying them with silk.
Non-Habitat	Caterpillars fashion a tight refuge by folding leaves together and stitching them with silk. Pupation occurs within the leaf shelter. Larvae of the autumn brood hibernate through the winter; those hatching earlier in the year develop immediately.
Non-Habitat	Larvae web together the leaflets of Sesbania drummondii to form shelters from early spring until mid December as protective measures.
Non-Habitat	"Males are extremely pugnacious, darting out at anything that invades their territories. Larvae live in nests of rolled leaves."
Non-Habitat	"In the Houston area, the caterpillars utilize arrowleaf sida, also called axocatzin, webbing together leaves to build shelters."
Non-Habitat	larvae produce a pungent odor
Non-Habitat	ideally camouflaged like a large dried leaf or tree stub.
Non-Habitat	Flight is swift and deceptive with a wavelike move¬ment showing protective alternating colours
Non-Habitat	"showing deceptive movements, nearly always no more than four inches above ground"
Non-Habitat	"showing deceptive movements, nearly always no more than four inches above ground"
Non-Habitat	deceptive flier
Non-Habitat	deceptive flier
Non-Habitat	Flight is fast and deceptive with a rapid wing movement in which the tails become difficult to discern.
Non-Habitat	"and when resting congregate in numbers on dried twigs with well-designed camouflage, the undersides being a dirty drab brown."
Non-Habitat	deceptive flight
Non-Habitat	resemblance to dried leaves when at rest
Non-Habitat	deceptive flight
Non-Habitat	"In its rapidity the male’s flight is most elusive in a wave-like darting movement, neatly camouflaging the yellow and black of the butterfly in the interplay of sunlight and shadow which dominated the forest tracks"
Non-Habitat	larva emit a powerful odor
Non-Habitat	"Just behind the head of the caterpillar there is a small protrusible structure which can be blown out like a balloon into an orange or reddish Y-shaped projection, which has the pungent odour of concentrated citrus. The larva expands this little aerial or osmeterium when alarmed and lets it deflate and sink into the ""neck"" when the danger seems to have passed."
Non-Habitat	"Coloured eyespots at costal and anal margins. ""Ophidicephalus"", snake-headed, may refer in part to the eyespots at anal margin on the hindwing. The pair of these, in close approximation, may have suggested the markings on a cobra's hood to Dr. Oberthur."
Non-Habitat	Larvae often spin leaves together with silk threads in the manner favoured by some moths.
Non-Habitat	Spins together edges of a leaf blade to form protective tube.
Non-Habitat	Make shelters within leaf tubes
Non-Habitat	Builds a series of tents that protect them as they grow.
Non-Habitat	"Contain a bright orange osmaterium from behind their head, which emits a pungent smell resembing pineapple."
Non-Habitat	Green and well camouflaged with plants.
Non-Habitat	Brightly colored to warm predators of their foul taste because of the mustard oils absorbed whilst feeding.
Non-Habitat	"Green and minutely hairy, allowing for excellent camouflage."
Non-Habitat	the larva exudes orange-colored processes with  pungent odors
Non-Habitat	"When danger threatens the larvae extrudefrom two receptacles situated at the back of theneck a pair of orange-coloured processes, and atthe same time the atmosphere becomes filled witha pungent odour resembling that of the oil foundin the food plant"
Non-Habitat	" Adults have a low, erratic flight and scurryaround quickly, stopping occasionally to rest on nearbyvegetation or bare soil with their wings spread."
Non-Habitat	Adults scurry low to the ground with a gliding andsomewhat erratic flight.  They frequently stop to perchon low vegetation or to nectar at available flowers.
Non-Habitat	" Adultshave a quick, low flight made up of rapid wing beatsfollowed by brief periods of gliding."
Non-Habitat	"Adults have a quick,erratic flight and are often quite wary."
Non-Habitat	"Adults have a fast, powerful flight and are gone in aflash."
Non-Habitat	" Adults have slow, graceful flight."
Non-Habitat	" Adultshave a strong, gliding flight and are often quite wary."
Non-Habitat	" Adults have a low, rapid flight andadeptly maneuver among understory vegetation."
Non-Habitat	"Flight is erratic; butterfliesfly in an apparently haphazard manner along open paths,disappearing into the forest when they encounter anobstruction and reappearing further along the path."
Non-Habitat	"C. pomona is a fast and powerful flier,"
Non-Habitat	"Like C. pomona, above, theflight of C. pyranthe is fast and powerful,although it is more likely to fly lower and slowerthan that species"
Non-Habitat	" It occurs in gardens and open places, where the flight of this species is strong,direct and often high. It also occurs in the forest, where it flutters in the undergrowth and rests onthe upper or under surface of large leaves."
Non-Habitat	" Males have a strong, rapidflight and frequently perch on low vegetation."
Non-Habitat	"A relatively small member of the family, thePipevine Swallowtail nevertheless has a strong, rapidflight."
Non-Habitat	" Adults have a strong, directedflight but readily stop to nectar"
Non-Habitat	" Adultsare strong, agile fliers "
Non-Habitat	" Adults have a strong, agileflight and often soar high in the treetops,"
Non-Habitat	" Adults have a strong, directed flight"
Non-Habitat	 It is a fast and powerful flier with apreference for open areas.
Non-Habitat	" Flight usually rapid, about a metre abovethe ground, "
Non-Habitat	" Adults have a low, weakflight and scuttle just above the surface of their fleshyhost plants."
Non-Habitat	"Adults have a weak, dancing flight and readily stop tonectar."
Non-Habitat	"The adults generally remain close to the ground, often perching on low vegetation or resting on the ground itself. If disturbed, they rapidly dart off but travel only a short distance before alighting once more."
Non-Habitat	"its small size, generally slow, low flight"
Non-Habitat	" Adults have a low, rapid flight and often alight on bare soil or low vegetation."
Non-Habitat	" Adults have a fast, erratic flight but regularlyperch on the tips of tree branches or on shrubby vegetation."
Non-Habitat	"Adults have a quick,erratic flight and readily perch on the top of small treesor shrubs."
Non-Habitat	" They have a rapid, erratictlight but pause regularly to perch on low vegetationwhere they are easy to observe."
Non-Habitat	" the adults often perch high on the branches of their hosts and occasionally dart out witha fast, erratic flight before alighting again."
Non-Habitat	" Adults have a low, rapid flight and oftenalight on bare soil or low vegetation."
Non-Habitat	" it maneuvers close to the groundwith a rapid, darting flight."
Non-Habitat	"adults have a low, erraticflight and scurry quickly around,"
Non-Habitat	" Adults have a quick,erratic flight and frequently perch high on the leaves ofsurrounding vegetation."
